student_id,term,term_code,term_gpa,cumulative_gpa,credits_attempted,credits_earned,course_count,major,major_changed_flag,academic_standing,campus
7a8306fc-8b5,Spring 2020,202000,2.64,2.64,13,13,4,Nursing,False,good,Main Campus
7a8306fc-8b5,Fall 2020,202010,3.45,2.91,13,12,3,Nursing,False,good,Main Campus
7a8306fc-8b5,Spring 2021,202100,2.93,2.92,18,18,4,Nursing,False,good,Main Campus
1695ce22-ea5,Spring 2020,202000,3.24,3.24,15,15,4,Business Administration,False,good,Main Campus
1695ce22-ea5,Fall 2020,202010,2.35,2.8,19,19,5,Business Administration,False,good,Main Campus
1695ce22-ea5,Spring 2021,202100,3.18,2.93,15,15,5,Chemistry,True,good,Main Campus
788ec1fb-274,Spring 2020,202000,2.97,2.97,18,17,6,Sociology,False,good,Satellite South
788ec1fb-274,Fall 2020,202010,2.02,2.5,16,16,4,Sociology,False,good,Satellite South
5e24504c-2c5,Fall 2019,201900,2.39,2.39,20,18,4,Psychology,False,good,Main Campus
5e24504c-2c5,Spring 2020,202000,1.93,2.16,15,15,5,Psychology,False,good,Main Campus
7af81f43-81e,Spring 2021,202100,2.88,2.88,19,18,5,Chemistry,False,good,Online
7af81f43-81e,Fall 2021,202110,2.87,2.88,15,13,5,Chemistry,False,good,Online
58272922-672,Spring 2021,202100,1.59,1.59,10,8,5,Music,False,probation,Downtown Center
58272922-672,Fall 2021,202110,1.84,1.72,13,12,5,Music,False,probation,Downtown Center
b0201d9d-222,Spring 2021,202100,2.53,2.53,14,14,5,Political Science,False,good,Main Campus
b0201d9d-222,Fall 2021,202110,2.72,2.62,14,12,4,Political Science,False,good,Main Campus
b0201d9d-222,Spring 2022,202200,3.14,2.79,12,11,4,Political Science,False,good,Main Campus
e49e5502-588,Fall 2019,201900,3.43,3.43,9,8,4,Education,False,good,Online
e49e5502-588,Spring 2020,202000,2.95,3.19,16,15,4,Education,False,good,Online
e49e5502-588,Fall 2020,202010,2.95,3.11,15,14,5,Education,False,good,Online
9d0e9090-5c3,Fall 2019,201900,2.99,2.99,15,13,5,Chemistry,False,good,Main Campus
9d0e9090-5c3,Spring 2020,202000,3.15,3.07,12,11,5,Chemistry,False,good,Main Campus
9d0e9090-5c3,Fall 2020,202010,3.22,3.12,16,16,5,Chemistry,False,good,Main Campus
9d0e9090-5c3,Spring 2021,202100,3.15,3.13,10,9,4,Chemistry,False,good,Main Campus
9d0e9090-5c3,Fall 2021,202110,2.95,3.09,16,16,6,Chemistry,False,good,Main Campus
8950292b-7dd,Spring 2020,202000,3.35,3.35,14,14,3,Engineering,False,good,Main Campus
8950292b-7dd,Fall 2020,202010,2.97,3.16,15,14,4,Engineering,False,good,Main Campus
8950292b-7dd,Spring 2021,202100,3.42,3.25,17,16,5,Engineering,False,good,Main Campus
8950292b-7dd,Fall 2021,202110,3.26,3.25,15,14,4,Engineering,False,good,Main Campus
8950292b-7dd,Spring 2022,202200,3.74,3.35,13,13,4,Engineering,False,good,Main Campus
c4ebfe6d-d13,Spring 2021,202100,2.4,2.4,19,18,4,Chemistry,False,good,Main Campus
c4ebfe6d-d13,Fall 2021,202110,2.84,2.62,17,16,4,Biology,True,good,Main Campus
987603e0-005,Fall 2019,201900,3.27,3.27,9,8,4,Biology,False,good,Online
987603e0-005,Spring 2020,202000,3.24,3.26,14,14,5,Biology,False,good,Online
987603e0-005,Fall 2020,202010,3.03,3.18,14,13,4,Biology,False,good,Online
946cf116-474,Spring 2021,202100,2.31,2.31,21,21,2,English,False,good,Satellite South
946cf116-474,Fall 2021,202110,2.89,2.6,12,12,4,English,False,good,Satellite South
438735c2-b1d,Fall 2019,201900,2.5,2.5,16,15,4,Education,False,good,Main Campus
438735c2-b1d,Spring 2020,202000,3.15,2.82,8,7,4,Music,True,good,Main Campus
faec31c4-448,Fall 2019,201900,2.96,2.96,18,16,4,Undeclared,False,good,Downtown Center
faec31c4-448,Spring 2020,202000,3.2,3.08,16,14,4,Undeclared,False,good,Downtown Center
aa85d81e-ec0,Fall 2019,201900,2.9,2.9,12,12,4,Computer Science,False,good,Downtown Center
aa85d81e-ec0,Spring 2020,202000,2.32,2.61,17,17,6,Computer Science,False,good,Downtown Center
3414f823-1c9,Spring 2021,202100,2.6,2.6,13,9,5,Undeclared,False,good,Satellite North
3414f823-1c9,Fall 2021,202110,3.03,2.82,9,9,4,Undeclared,False,good,Satellite North
3414f823-1c9,Spring 2022,202200,3.13,2.92,16,16,4,Undeclared,False,good,Satellite North
e330e117-573,Spring 2021,202100,2.83,2.83,15,15,4,Undeclared,False,good,Satellite North
e330e117-573,Fall 2021,202110,3.16,3.0,14,14,5,Undeclared,False,good,Satellite North
e330e117-573,Spring 2022,202200,3.23,3.08,17,17,5,Philosophy,True,good,Satellite North
65462050-8e1,Spring 2020,202000,2.6,2.6,16,15,5,Psychology,False,good,Main Campus
65462050-8e1,Fall 2020,202010,3.28,2.94,15,12,4,Psychology,False,good,Main Campus
5f60605b-488,Fall 2019,201900,2.65,2.65,15,15,4,Philosophy,False,good,Main Campus
5f60605b-488,Spring 2020,202000,2.48,2.56,16,16,6,Philosophy,False,good,Main Campus
42c6d2b8-124,Spring 2020,202000,2.34,2.34,14,13,5,Economics,False,good,Main Campus
42c6d2b8-124,Fall 2020,202010,2.04,2.19,18,18,5,Business Administration,True,good,Main Campus
1de86237-f92,Spring 2021,202100,3.31,3.31,15,14,5,Education,False,good,Main Campus
1de86237-f92,Fall 2021,202110,2.86,3.08,16,14,5,Education,False,good,Main Campus
1de86237-f92,Spring 2022,202200,3.41,3.19,19,18,5,Education,False,good,Main Campus
9de9653d-ae9,Fall 2019,201900,3.21,3.21,18,17,5,Computer Science,False,good,Satellite South
9de9653d-ae9,Spring 2020,202000,2.97,3.09,19,17,5,Computer Science,False,good,Satellite South
9de9653d-ae9,Fall 2020,202010,3.57,3.25,16,14,4,Computer Science,False,good,Satellite South
89e86a12-79a,Fall 2019,201900,3.65,3.65,14,12,3,Philosophy,False,good,Satellite South
89e86a12-79a,Spring 2020,202000,3.42,3.54,12,10,4,Philosophy,False,good,Satellite South
89e86a12-79a,Fall 2020,202010,2.69,3.26,14,13,4,Philosophy,False,good,Satellite South
68f2b7dc-c7b,Fall 2019,201900,3.62,3.62,9,6,4,Undeclared,False,good,Downtown Center
68f2b7dc-c7b,Spring 2020,202000,2.67,3.14,11,10,6,Undeclared,False,good,Downtown Center
68f2b7dc-c7b,Fall 2020,202010,2.45,2.91,21,20,4,Undeclared,False,good,Downtown Center
1d4d4953-edb,Fall 2019,201900,3.15,3.15,17,17,6,Psychology,False,good,Satellite North
1d4d4953-edb,Spring 2020,202000,2.97,3.06,10,10,7,Psychology,False,good,Satellite North
1d4d4953-edb,Fall 2020,202010,3.0,3.04,16,14,5,Psychology,False,good,Satellite North
1d4d4953-edb,Spring 2021,202100,3.62,3.19,16,16,5,Psychology,False,good,Satellite North
1d4d4953-edb,Fall 2021,202110,3.45,3.24,9,6,5,Economics,True,good,Satellite North
85e5d203-484,Fall 2019,201900,2.26,2.26,18,17,4,Economics,False,good,Downtown Center
85e5d203-484,Spring 2020,202000,3.02,2.64,16,15,4,Economics,False,good,Downtown Center
85e5d203-484,Fall 2020,202010,3.21,2.83,11,10,4,Economics,False,good,Downtown Center
21aa6b34-a18,Spring 2021,202100,2.88,2.88,12,12,3,Economics,False,good,Main Campus
21aa6b34-a18,Fall 2021,202110,2.52,2.7,13,13,3,Economics,False,good,Main Campus
f81794e9-1b5,Spring 2021,202100,3.13,3.13,10,8,5,Art,False,good,Main Campus
f81794e9-1b5,Fall 2021,202110,3.34,3.24,12,11,7,Art,False,good,Main Campus
f81794e9-1b5,Spring 2022,202200,2.83,3.1,17,17,2,Art,False,good,Main Campus
922985a6-076,Spring 2020,202000,2.05,2.05,18,18,5,Chemistry,False,good,Main Campus
922985a6-076,Fall 2020,202010,2.42,2.24,10,9,4,Chemistry,False,good,Main Campus
fac32c05-6f4,Spring 2020,202000,3.39,3.39,20,19,3,Education,False,good,Main Campus
fac32c05-6f4,Fall 2020,202010,3.55,3.47,16,16,5,Education,False,good,Main Campus
fac32c05-6f4,Spring 2021,202100,3.04,3.33,12,10,5,Art,True,good,Main Campus
3565a45f-a0d,Fall 2019,201900,3.18,3.18,13,12,4,Psychology,False,good,Online
3565a45f-a0d,Spring 2020,202000,3.45,3.32,13,13,5,Psychology,False,good,Online
3565a45f-a0d,Fall 2020,202010,3.54,3.39,14,12,5,Psychology,False,good,Online
67a3acac-3aa,Spring 2020,202000,2.5,2.5,13,11,4,Nursing,False,good,Main Campus
67a3acac-3aa,Fall 2020,202010,2.27,2.38,16,15,3,Nursing,False,good,Main Campus
f559f357-410,Fall 2019,201900,2.36,2.36,14,11,7,English,False,good,Main Campus
f559f357-410,Spring 2020,202000,3.22,2.79,12,11,4,English,False,good,Main Campus
02824096-98f,Fall 2019,201900,3.06,3.06,14,12,5,Mathematics,False,good,Satellite North
02824096-98f,Spring 2020,202000,2.86,2.96,10,10,5,Mathematics,False,good,Satellite North
02824096-98f,Fall 2020,202010,3.31,3.08,17,16,4,Mathematics,False,good,Satellite North
5a9768b3-daa,Spring 2021,202100,2.54,2.54,17,17,4,Mathematics,False,good,Main Campus
5a9768b3-daa,Fall 2021,202110,2.98,2.76,14,13,4,Mathematics,False,good,Main Campus
439e7e1a-d70,Fall 2019,201900,3.07,3.07,15,13,5,Psychology,False,good,Main Campus
439e7e1a-d70,Spring 2020,202000,2.82,2.94,16,12,4,Psychology,False,good,Main Campus
4b3ad38b-f77,Fall 2019,201900,2.6,2.6,16,13,3,Engineering,False,good,Main Campus
4b3ad38b-f77,Spring 2020,202000,2.98,2.79,11,9,5,Education,True,good,Main Campus
4b3ad38b-f77,Fall 2020,202010,2.63,2.74,14,13,5,Education,False,good,Main Campus
79526905-7da,Spring 2021,202100,2.7,2.7,10,8,3,Communications,False,good,Online
79526905-7da,Fall 2021,202110,2.21,2.46,15,15,3,Communications,False,good,Online
79526905-7da,Spring 2022,202200,2.38,2.43,13,12,5,Communications,False,good,Online
1f108052-0a5,Fall 2019,201900,2.54,2.54,17,17,4,Political Science,False,good,Main Campus
1f108052-0a5,Spring 2020,202000,3.09,2.82,13,13,5,Political Science,False,good,Main Campus
5f3c62aa-a90,Spring 2021,202100,1.84,1.84,18,16,5,Nursing,False,probation,Main Campus
5f3c62aa-a90,Fall 2021,202110,2.12,1.98,13,12,6,Philosophy,True,probation,Main Campus
93cf09dd-11f,Fall 2019,201900,2.75,2.75,15,14,2,Mathematics,False,good,Satellite North
93cf09dd-11f,Spring 2020,202000,3.22,2.99,13,13,5,Mathematics,False,good,Satellite North
44e30b08-bff,Spring 2021,202100,2.19,2.19,17,16,4,Sociology,False,good,Satellite North
44e30b08-bff,Fall 2021,202110,2.64,2.42,16,14,5,Sociology,False,good,Satellite North
05ac4560-4cc,Fall 2019,201900,2.72,2.72,15,15,4,Art,False,good,Satellite North
05ac4560-4cc,Spring 2020,202000,3.19,2.96,12,9,5,Art,False,good,Satellite North
05ac4560-4cc,Fall 2020,202010,3.51,3.14,12,9,4,Art,False,good,Satellite North
8124d6d4-bb7,Spring 2021,202100,2.59,2.59,14,14,4,Political Science,False,good,Online
8124d6d4-bb7,Fall 2021,202110,2.98,2.78,14,14,7,Political Science,False,good,Online
76f84e72-4f8,Spring 2020,202000,1.85,1.85,14,12,5,Art,False,probation,Downtown Center
76f84e72-4f8,Fall 2020,202010,3.11,2.48,16,16,4,Art,False,good,Downtown Center
76f84e72-4f8,Spring 2021,202100,3.44,2.8,12,12,5,Art,False,good,Downtown Center
07f0a7a6-0b2,Spring 2020,202000,3.17,3.17,8,8,6,Chemistry,False,good,Main Campus
07f0a7a6-0b2,Fall 2020,202010,3.36,3.26,16,16,4,Economics,True,good,Main Campus
07f0a7a6-0b2,Spring 2021,202100,2.59,3.04,14,12,5,Economics,False,good,Main Campus
b9df7883-8ac,Spring 2020,202000,2.26,2.26,12,12,4,Economics,False,good,Main Campus
b9df7883-8ac,Fall 2020,202010,2.37,2.32,21,19,5,Economics,False,good,Main Campus
63e30a8f-2bc,Spring 2021,202100,2.55,2.55,12,11,4,Philosophy,False,good,Satellite North
63e30a8f-2bc,Fall 2021,202110,2.7,2.62,19,17,5,Chemistry,True,good,Satellite North
63e30a8f-2bc,Spring 2022,202200,3.13,2.79,11,11,3,Chemistry,False,good,Satellite North
1a3db1a4-eb7,Spring 2021,202100,3.3,3.3,13,12,4,Education,False,good,Main Campus
1a3db1a4-eb7,Fall 2021,202110,3.43,3.36,19,17,7,Education,False,good,Main Campus
1a3db1a4-eb7,Spring 2022,202200,3.41,3.38,20,20,7,Education,False,good,Main Campus
104cd027-077,Spring 2020,202000,2.88,2.88,16,13,5,Art,False,good,Downtown Center
104cd027-077,Fall 2020,202010,2.14,2.51,13,13,3,Art,False,good,Downtown Center
104cd027-077,Spring 2021,202100,2.8,2.61,15,14,2,Undeclared,True,good,Downtown Center
bd50702e-318,Spring 2021,202100,2.45,2.45,18,16,5,Nursing,False,good,Main Campus
bd50702e-318,Fall 2021,202110,2.37,2.41,13,13,5,Nursing,False,good,Main Campus
bf80f933-3e5,Fall 2019,201900,2.26,2.26,19,18,4,Chemistry,False,good,Satellite North
bf80f933-3e5,Spring 2020,202000,2.25,2.26,10,9,6,Chemistry,False,good,Satellite North
25367bd3-06c,Fall 2019,201900,3.24,3.24,18,17,4,History,False,good,Online
25367bd3-06c,Spring 2020,202000,3.46,3.35,11,11,5,History,False,good,Online
25367bd3-06c,Fall 2020,202010,3.27,3.32,17,16,3,History,False,good,Online
25367bd3-06c,Spring 2021,202100,3.21,3.29,20,18,6,History,False,good,Online
372f062e-d86,Spring 2020,202000,3.05,3.05,18,18,6,Computer Science,False,good,Online
372f062e-d86,Fall 2020,202010,3.28,3.16,9,9,4,Computer Science,False,good,Online
372f062e-d86,Spring 2021,202100,2.54,2.95,6,6,4,Computer Science,False,good,Online
250e52a6-6b5,Spring 2020,202000,2.54,2.54,13,13,3,Biology,False,good,Satellite North
250e52a6-6b5,Fall 2020,202010,2.88,2.71,19,18,6,Biology,False,good,Satellite North
9dc78793-2bb,Fall 2019,201900,3.78,3.78,18,18,6,Philosophy,False,good,Main Campus
9dc78793-2bb,Spring 2020,202000,4.0,3.89,15,15,5,Philosophy,False,good,Main Campus
9dc78793-2bb,Fall 2020,202010,2.76,3.51,16,16,4,Philosophy,True,good,Main Campus
9dc78793-2bb,Spring 2021,202100,3.21,3.43,15,14,6,Philosophy,False,good,Main Campus
294febd6-abd,Fall 2019,201900,3.0,3.0,13,13,5,Psychology,False,good,Main Campus
294febd6-abd,Spring 2020,202000,3.22,3.11,10,10,3,Psychology,False,good,Main Campus
294febd6-abd,Fall 2020,202010,2.96,3.06,13,12,3,Psychology,False,good,Main Campus
294febd6-abd,Spring 2021,202100,3.21,3.1,13,7,4,Psychology,False,good,Main Campus
c4372cd1-90a,Spring 2021,202100,2.89,2.89,12,12,5,Engineering,False,good,Downtown Center
c4372cd1-90a,Fall 2021,202110,2.47,2.68,18,16,5,Engineering,False,good,Downtown Center
c4372cd1-90a,Spring 2022,202200,2.92,2.76,10,9,5,English,True,good,Downtown Center
fff6ca99-166,Fall 2019,201900,2.96,2.96,15,15,3,Music,False,good,Main Campus
fff6ca99-166,Spring 2020,202000,2.64,2.8,12,12,5,Music,False,good,Main Campus
fff6ca99-166,Fall 2020,202010,3.18,2.93,14,13,6,Music,False,good,Main Campus
bac25f23-b8f,Spring 2021,202100,2.26,2.26,11,10,5,Music,False,good,Online
bac25f23-b8f,Fall 2021,202110,2.14,2.2,16,14,5,Music,False,good,Online
7da806aa-38c,Fall 2019,201900,4.0,4.0,9,6,5,Art,False,good,Main Campus
7da806aa-38c,Spring 2020,202000,2.96,3.48,20,20,5,Mathematics,True,good,Main Campus
7da806aa-38c,Fall 2020,202010,3.03,3.33,12,11,4,Mathematics,False,good,Main Campus
4b017b7d-5be,Spring 2021,202100,2.61,2.61,9,9,4,Music,False,good,Main Campus
4b017b7d-5be,Fall 2021,202110,3.85,3.23,21,20,4,Music,False,good,Main Campus
4b017b7d-5be,Spring 2022,202200,3.06,3.17,10,10,4,Music,False,good,Main Campus
d4ddbbca-6ad,Fall 2019,201900,2.93,2.93,13,11,4,Engineering,False,good,Satellite South
d4ddbbca-6ad,Spring 2020,202000,2.64,2.78,16,16,4,Engineering,False,good,Satellite South
d4ddbbca-6ad,Fall 2020,202010,3.02,2.86,21,21,4,Engineering,True,good,Satellite South
696a4408-469,Fall 2019,201900,2.96,2.96,14,13,4,Art,False,good,Main Campus
696a4408-469,Spring 2020,202000,2.2,2.58,10,9,4,Art,False,good,Main Campus
696a4408-469,Fall 2020,202010,2.79,2.65,20,20,5,Art,False,good,Main Campus
1a8512d7-7c0,Fall 2019,201900,1.95,1.95,16,16,3,Sociology,False,probation,Main Campus
1a8512d7-7c0,Spring 2020,202000,2.73,2.34,17,15,4,Sociology,False,good,Main Campus
8184092c-647,Spring 2020,202000,1.84,1.84,16,15,4,Business Administration,False,probation,Main Campus
8184092c-647,Fall 2020,202010,1.88,1.86,17,17,3,Business Administration,False,probation,Main Campus
d87662a7-3b4,Spring 2020,202000,2.95,2.95,20,20,4,Economics,False,good,Main Campus
d87662a7-3b4,Fall 2020,202010,3.14,3.04,16,14,4,Economics,False,good,Main Campus
d87662a7-3b4,Spring 2021,202100,3.35,3.14,13,12,3,Economics,False,good,Main Campus
f173bfe8-f43,Spring 2020,202000,3.02,3.02,14,10,3,Nursing,False,good,Downtown Center
f173bfe8-f43,Fall 2020,202010,2.49,2.76,14,13,3,Economics,True,good,Downtown Center
2f93fb8d-ade,Spring 2021,202100,2.26,2.26,9,8,4,Political Science,False,good,Downtown Center
2f93fb8d-ade,Fall 2021,202110,3.46,2.86,12,12,4,Political Science,False,good,Downtown Center
f568a37b-cc4,Spring 2021,202100,2.8,2.8,15,14,5,Chemistry,False,good,Main Campus
f568a37b-cc4,Fall 2021,202110,2.91,2.86,13,10,6,Chemistry,False,good,Main Campus
f4bcbbe7-5c5,Spring 2021,202100,2.9,2.9,12,10,4,Computer Science,False,good,Main Campus
f4bcbbe7-5c5,Fall 2021,202110,2.6,2.75,15,15,6,Computer Science,False,good,Main Campus
39307526-40a,Fall 2019,201900,3.08,3.08,15,15,4,Communications,False,good,Online
39307526-40a,Spring 2020,202000,3.5,3.29,17,17,5,Communications,False,good,Online
39307526-40a,Fall 2020,202010,3.4,3.33,14,13,6,Communications,False,good,Online
e29a0aa2-14c,Spring 2021,202100,2.96,2.96,17,14,3,Nursing,False,good,Main Campus
e29a0aa2-14c,Fall 2021,202110,3.17,3.06,13,12,3,Nursing,False,good,Main Campus
e29a0aa2-14c,Spring 2022,202200,2.87,3.0,16,16,4,Nursing,True,good,Main Campus
ed5dfa35-4fa,Spring 2020,202000,2.95,2.95,15,13,4,Education,False,good,Satellite North
ed5dfa35-4fa,Fall 2020,202010,2.89,2.92,19,17,6,Education,False,good,Satellite North
ed5dfa35-4fa,Spring 2021,202100,3.47,3.1,21,19,4,Education,False,good,Satellite North
8b6fc4fb-4d2,Spring 2020,202000,2.36,2.36,14,14,5,Biology,False,good,Main Campus
8b6fc4fb-4d2,Fall 2020,202010,2.49,2.42,17,17,7,Biology,False,good,Main Campus
47913a0a-06a,Spring 2020,202000,2.98,2.98,13,13,5,Communications,False,good,Main Campus
47913a0a-06a,Fall 2020,202010,2.76,2.87,15,14,5,Communications,False,good,Main Campus
47913a0a-06a,Spring 2021,202100,2.54,2.76,10,10,3,Communications,False,good,Main Campus
b6db9ca3-d1d,Spring 2020,202000,2.75,2.75,16,14,5,Political Science,False,good,Main Campus
b6db9ca3-d1d,Fall 2020,202010,2.14,2.45,15,15,6,Political Science,False,good,Main Campus
b6db9ca3-d1d,Spring 2021,202100,2.8,2.57,10,10,5,Political Science,False,good,Main Campus
24186e4a-c8a,Spring 2021,202100,2.91,2.91,16,15,3,Education,False,good,Main Campus
24186e4a-c8a,Fall 2021,202110,2.24,2.58,17,17,4,Education,False,good,Main Campus
24186e4a-c8a,Spring 2022,202200,3.18,2.78,19,18,3,Education,False,good,Main Campus
92e1b047-dc4,Fall 2019,201900,2.87,2.87,10,8,5,Art,False,good,Satellite North
92e1b047-dc4,Spring 2020,202000,2.96,2.92,13,13,4,Art,False,good,Satellite North
92e1b047-dc4,Fall 2020,202010,2.99,2.94,9,9,4,Art,False,good,Satellite North
244c7dac-f28,Spring 2020,202000,2.96,2.96,9,9,4,History,False,good,Main Campus
244c7dac-f28,Fall 2020,202010,3.31,3.14,16,15,4,Chemistry,True,good,Main Campus
244c7dac-f28,Spring 2021,202100,3.99,3.42,20,19,5,Chemistry,False,good,Main Campus
244c7dac-f28,Fall 2021,202110,3.71,3.49,20,18,5,Chemistry,False,good,Main Campus
69624ab9-84c,Spring 2020,202000,2.96,2.96,13,13,3,Music,False,good,Online
69624ab9-84c,Fall 2020,202010,3.12,3.04,17,17,4,Biology,True,good,Online
69624ab9-84c,Spring 2021,202100,2.45,2.84,16,16,3,Biology,False,good,Online
585d57a9-0ab,Spring 2020,202000,3.04,3.04,13,9,5,Education,False,good,Main Campus
585d57a9-0ab,Fall 2020,202010,1.69,2.37,17,15,4,Education,False,good,Main Campus
8dfed623-ab9,Spring 2021,202100,3.57,3.57,21,20,5,Art,False,good,Online
8dfed623-ab9,Fall 2021,202110,3.27,3.42,13,11,3,Art,False,good,Online
e24b34e0-33d,Fall 2019,201900,2.67,2.67,8,8,4,Art,False,good,Main Campus
e24b34e0-33d,Spring 2020,202000,2.75,2.71,17,16,4,Art,False,good,Main Campus
e24b34e0-33d,Fall 2020,202010,4.0,3.14,14,13,4,Art,False,good,Main Campus
85fbfb6c-412,Fall 2019,201900,2.58,2.58,12,12,7,Business Administration,False,good,Online
85fbfb6c-412,Spring 2020,202000,3.15,2.86,19,19,4,Business Administration,False,good,Online
85fbfb6c-412,Fall 2020,202010,2.76,2.83,21,21,4,Business Administration,False,good,Online
e163fc00-880,Spring 2020,202000,3.05,3.05,16,15,4,Political Science,False,good,Main Campus
e163fc00-880,Fall 2020,202010,3.1,3.08,13,11,6,English,True,good,Main Campus
9988b980-f2c,Spring 2021,202100,2.66,2.66,19,16,4,Psychology,False,good,Online
9988b980-f2c,Fall 2021,202110,2.71,2.68,8,8,5,Psychology,False,good,Online
b45fb817-cf4,Fall 2019,201900,3.45,3.45,16,15,4,Education,False,good,Main Campus
b45fb817-cf4,Spring 2020,202000,2.65,3.05,16,16,4,Education,False,good,Main Campus
b45fb817-cf4,Fall 2020,202010,3.24,3.11,12,12,4,Education,False,good,Main Campus
b45fb817-cf4,Spring 2021,202100,2.57,2.98,18,14,4,Education,False,good,Main Campus
11957cf6-89b,Spring 2020,202000,3.11,3.11,17,17,3,English,False,good,Online
11957cf6-89b,Fall 2020,202010,3.34,3.22,16,15,5,English,False,good,Online
52eb85c6-e7e,Fall 2019,201900,2.76,2.76,17,17,5,Philosophy,False,good,Main Campus
52eb85c6-e7e,Spring 2020,202000,2.69,2.72,20,19,6,Philosophy,False,good,Main Campus
138247c3-d2c,Fall 2019,201900,2.57,2.57,14,12,4,History,False,good,Satellite North
138247c3-d2c,Spring 2020,202000,2.83,2.7,15,13,5,History,False,good,Satellite North
553dc41d-e10,Spring 2020,202000,3.11,3.11,15,15,4,Art,False,good,Main Campus
553dc41d-e10,Fall 2020,202010,3.12,3.12,18,16,5,Art,False,good,Main Campus
553dc41d-e10,Spring 2021,202100,2.36,2.87,13,12,3,Art,False,good,Main Campus
b568b0f0-84d,Fall 2019,201900,3.35,3.35,15,14,5,Undeclared,False,good,Downtown Center
b568b0f0-84d,Spring 2020,202000,2.4,2.88,20,17,4,Undeclared,False,good,Downtown Center
153742d6-4b2,Fall 2019,201900,1.39,1.39,19,18,5,Mathematics,False,suspension,Main Campus
153742d6-4b2,Spring 2020,202000,1.44,1.42,13,9,5,Music,True,suspension,Main Campus
fad30e43-1a7,Spring 2021,202100,2.58,2.58,17,15,3,Chemistry,False,good,Main Campus
fad30e43-1a7,Fall 2021,202110,3.09,2.84,16,15,7,Computer Science,True,good,Main Campus
8ace7288-b48,Spring 2020,202000,2.12,2.12,17,15,4,Undeclared,False,good,Main Campus
8ace7288-b48,Fall 2020,202010,3.22,2.67,14,14,4,Undeclared,False,good,Main Campus
bf921579-97e,Spring 2021,202100,2.27,2.27,18,18,4,Art,False,good,Main Campus
bf921579-97e,Fall 2021,202110,3.4,2.84,13,13,3,Art,False,good,Main Campus
610ad07e-800,Spring 2021,202100,3.14,3.14,13,13,5,Sociology,False,good,Satellite South
610ad07e-800,Fall 2021,202110,3.36,3.25,11,8,6,Sociology,False,good,Satellite South
610ad07e-800,Spring 2022,202200,2.58,3.03,13,12,3,Sociology,False,good,Satellite South
04597b7d-b46,Fall 2019,201900,1.91,1.91,17,15,4,Biology,False,probation,Satellite North
04597b7d-b46,Spring 2020,202000,2.72,2.32,16,14,5,Biology,False,good,Satellite North
6d991dfd-e56,Spring 2020,202000,2.41,2.41,15,15,3,English,False,good,Satellite South
6d991dfd-e56,Fall 2020,202010,2.38,2.4,16,15,3,English,False,good,Satellite South
fe604f9a-35c,Spring 2021,202100,3.13,3.13,14,12,5,Political Science,False,good,Main Campus
fe604f9a-35c,Fall 2021,202110,2.67,2.9,12,11,5,Political Science,False,good,Main Campus
fe604f9a-35c,Spring 2022,202200,3.66,3.15,14,14,6,Sociology,True,good,Main Campus
af5790be-8be,Spring 2021,202100,2.42,2.42,17,17,3,Biology,False,good,Online
af5790be-8be,Fall 2021,202110,2.94,2.68,16,14,4,Biology,False,good,Online
3c348a3e-57e,Spring 2020,202000,2.36,2.36,15,15,7,History,False,good,Satellite South
3c348a3e-57e,Fall 2020,202010,2.67,2.51,12,11,4,History,False,good,Satellite South
68e8d49b-1b2,Spring 2021,202100,2.82,2.82,19,18,7,Computer Science,False,good,Satellite South
68e8d49b-1b2,Fall 2021,202110,2.93,2.88,10,8,5,Mathematics,True,good,Satellite South
c265eabc-ad5,Spring 2020,202000,2.54,2.54,16,15,4,Nursing,False,good,Satellite South
c265eabc-ad5,Fall 2020,202010,3.07,2.8,11,11,5,Nursing,False,good,Satellite South
c265eabc-ad5,Spring 2021,202100,3.32,2.97,16,15,4,Nursing,False,good,Satellite South
e88aa614-ab5,Fall 2019,201900,3.18,3.18,17,15,4,Psychology,False,good,Main Campus
e88aa614-ab5,Spring 2020,202000,3.03,3.1,16,16,4,Psychology,False,good,Main Campus
88a2a531-61c,Fall 2019,201900,3.06,3.06,17,16,4,Psychology,False,good,Main Campus
88a2a531-61c,Spring 2020,202000,2.34,2.7,13,11,6,Psychology,False,good,Main Campus
ea07e2bd-7a7,Spring 2021,202100,3.46,3.46,12,11,3,History,False,good,Downtown Center
ea07e2bd-7a7,Fall 2021,202110,2.74,3.1,11,11,4,History,False,good,Downtown Center
ea07e2bd-7a7,Spring 2022,202200,2.38,2.86,12,11,4,History,False,good,Downtown Center
2a696579-e80,Spring 2020,202000,2.53,2.53,14,13,6,Undeclared,False,good,Online
2a696579-e80,Fall 2020,202010,3.03,2.78,16,15,6,Undeclared,False,good,Online
2a696579-e80,Spring 2021,202100,4.0,3.19,9,8,6,Undeclared,False,good,Online
dbf73332-bb6,Spring 2020,202000,2.15,2.15,16,14,6,Sociology,False,good,Online
dbf73332-bb6,Fall 2020,202010,1.88,2.01,17,16,3,Business Administration,True,good,Online
c481b9db-0d2,Fall 2019,201900,2.71,2.71,14,11,3,Communications,False,good,Main Campus
c481b9db-0d2,Spring 2020,202000,2.57,2.64,17,17,6,Communications,False,good,Main Campus
c481b9db-0d2,Fall 2020,202010,3.02,2.77,12,10,4,Communications,False,good,Main Campus
